14.02.2020;21:36:45;0;0;0;0;0;Idle
14.02.2020;21:36:50;0;0.09952198;0;0;0;Start
14.02.2020;21:36:55;0.993978143;0.199916944;0;0;0;Adjust
14.02.2020;21:37:00;1.598712206;1.499310732;-0.119600989;0;1.483529687;DriveDown
14.02.2020;21:37:05;1.598712206;1.499310732;-0.119600989;0;-0.322885901;PickUp
14.02.2020;21:37:15;3.097955942;1.398915648;-1.549031734;-1.49923718;1.46607697;Release
14.02.2020;21:37:20;1.18E-07;4.00E-05;-5.34E-05;-0.000872802;3.66E-07;Idle
14.02.2020;21:37:30;1.18E-07;0.099561974;-5.34E-05;-0.000872802;3.66E-07;Start
14.02.2020;21:37:35;1.598712325;1.382475972;-0.119654417;-0.000872802;0.497419149;DriveDown
14.02.2020;21:37:40;1.598712325;1.499350667;-0.119654417;-0.000872802;0.733038664;PickUp
14.02.2020;21:37:50;3.097956181;1.398955703;-1.549084902;-1.49923718;0.811578691;Release
14.02.2020;21:37:55;0.068886578;7.99E-05;-0.000106946;-3.75E-08;0.00872728;Idle
14.02.2020;21:38:00;7.26E-08;7.99E-05;-0.000106946;-3.75E-08;6.34E-07;Idle
14.02.2020;21:38:05;7.26E-08;0.099601969;-0.000106946;-3.75E-08;6.34E-07;Start
14.02.2020;21:38:10;0.999195933;0.199996933;-0.000106946;-3.75E-08;6.34E-07;Adjust
14.02.2020;21:38:25;3.097955704;1.398995996;-1.549131751;-1.49923718;0.750492334;Release
14.02.2020;21:38:30;1.308929682;0.000120475;-0.018446451;-0.009575899;0.602139354;Idle
14.02.2020;21:38:35;0.000872667;0.000120475;-0.000153694;-0.000872729;7.94E-07;Idle
14.02.2020;21:38:40;0.000872667;0.099642463;-0.000153694;-0.000872729;7.94E-07;Start
14.02.2020;21:38:45;0.999195516;0.19916442;-0.000153694;-0.000872729;7.94E-07;Adjust
14.02.2020;21:38:50;1.598711729;1.499431252;-0.119754702;-0.000872729;1.178097963;PickUp
14.02.2020;21:39:00;3.097955465;1.399036288;-1.54917872;-1.499236941;0.654499292;Release
14.02.2020;21:39:05;1.16930294;0.000160527;-0.000200756;-0.009575993;0.65449965;Idle
14.02.2020;21:39:10;0.00087241;0.000160527;-0.000200756;-0.000872823;9.47E-07;Idle
14.02.2020;21:39:15;0.00087241;0.099682517;-0.000200756;-0.000872823;9.47E-07;Start
14.02.2020;21:39:20;0.898901105;0.199204534;-0.000200756;-0.000872823;9.47E-07;Adjust
14.02.2020;21:39:25;1.59871161;1.499471426;-0.119801752;-0.000872823;1.48353076;DriveDown
14.02.2020;21:39:30;1.59871161;1.499471426;-0.119801752;-0.000872823;-0.349064648;PickUp
14.02.2020;21:39:40;3.097955465;1.399076462;-1.549225807;-1.499236941;1.466077447;Release
14.02.2020;21:39:45;0.000872133;0.000201008;-0.000247602;-0.000872869;1.06E-06;Idle
14.02.2020;21:39:55;0.000872133;0.099722996;-0.000247602;-0.000872869;1.06E-06;Start
14.02.2020;21:40:00;1.598711371;1.220326304;-0.119848624;-0.000872869;0.453786582;DriveDown
14.02.2020;21:40:05;1.598711371;1.499511838;-0.119848624;-0.000872869;0.750492632;PickUp
14.02.2020;21:40:10;2.6197927;1.399116874;-1.001303554;-0.74270159;-0.39269805;Forwarding
14.02.2020;21:40:15;3.097954988;1.399116874;-1.549272537;-1.499237061;1.134465098;Release
14.02.2020;21:40:20;0.048819806;0.000241429;-0.000294325;-0.000872823;1.26E-06;Idle
14.02.2020;21:40:25;0.000871884;0.000241429;-0.000294325;-0.000872823;1.26E-06;Idle
14.02.2020;21:40:30;0.000871884;0.099763431;-0.000294325;-0.000872823;1.26E-06;Start
14.02.2020;21:40:35;0.999194622;0.199285433;-0.000294325;-0.000872823;1.26E-06;Adjust
14.02.2020;21:40:40;1.598710775;1.499552369;-0.119895317;-0.000872823;1.483531237;DriveDown
14.02.2020;21:40:50;3.097954273;1.399157405;-1.549319267;-1.499236822;0.043634702;Release
