14.02.2020;21:36:45;0;0;0;0;0
14.02.2020;21:36:50;0;0.09952198;0;0;0
14.02.2020;21:36:55;0.993978143;0.199916944;0;0;0
14.02.2020;21:37:00;1.598712206;1.499310732;-0.119600989;0;1.483529687
14.02.2020;21:37:05;1.598712206;1.499310732;-0.119600989;0;-0.322885901
14.02.2020;21:37:10;3.097955942;1.398915648;-1.549031734;-1.49923718;-0.253072649
14.02.2020;21:37:15;3.097955942;1.398915648;-1.549031734;-1.49923718;1.46607697
14.02.2020;21:37:20;1.18E-07;3.99896E-05;-5.3429E-05;-0.000872802;3.66E-07
14.02.2020;21:37:25;1.18E-07;0.089958981;-5.3429E-05;-0.000872802;3.66E-07
14.02.2020;21:37:30;1.18E-07;0.099561974;-5.3429E-05;-0.000872802;3.66E-07
14.02.2020;21:37:35;1.598712325;1.382475972;-0.119654417;-0.000872802;0.497419149
14.02.2020;21:37:40;1.598712325;1.499350667;-0.119654417;-0.000872802;0.733038664
14.02.2020;21:37:45;1.703472376;1.368400693;-0.177272409;-0.058490798;-0.392698675
14.02.2020;21:37:50;3.097956181;1.398955703;-1.549084902;-1.49923718;0.811578691
14.02.2020;21:37:55;0.068886578;7.99489E-05;-0.000106946;-3.75E-08;0.00872728
14.02.2020;21:38:00;7.26E-08;7.99489E-05;-0.000106946;-3.75E-08;6.34E-07
14.02.2020;21:38:05;7.26E-08;0.099601969;-0.000106946;-3.75E-08;6.34E-07
14.02.2020;21:38:10;0.999195933;0.199996933;-0.000106946;-3.75E-08;6.34E-07
14.02.2020;21:38:15;1.598712087;1.49939096;-0.119707949;-3.75E-08;1.186824679
14.02.2020;21:38:20;1.630140066;1.324790955;-0.128437936;-0.008730038;-0.392698288
14.02.2020;21:38:25;3.097955704;1.398995996;-1.549131751;-1.49923718;0.750492334
14.02.2020;21:38:30;1.308929682;0.000120475;-0.018446451;-0.009575899;0.602139354
14.02.2020;21:38:35;0.000872667;0.000120475;-0.000153694;-0.000872729;7.94E-07
14.02.2020;21:38:40;0.000872667;0.099642463;-0.000153694;-0.000872729;7.94E-07
14.02.2020;21:38:45;0.999195516;0.19916442;-0.000153694;-0.000872729;7.94E-07
14.02.2020;21:38:50;1.598711729;1.499431252;-0.119754702;-0.000872729;1.178097963
14.02.2020;21:38:55;1.717439771;1.368481278;-0.13808769;-0.000872729;-0.392698139
14.02.2020;21:39:00;3.097955465;1.399036288;-1.54917872;-1.499236941;0.654499292
